mileage,make,model,fuel,gear,offerType,price,hp,year,encoded_make,encoded_model,encoded_fuel,encoded_gear,encoded_offerType,encoded_year
71549,BMW,330,Gasoline,Automatic,Used,24590,252.0,2018,8,39,7,0,4,7
129358,Skoda,Kodiaq,Diesel,Manual,Used,24785,150.0,2018,64,458,2,1,4,7
42127,Volvo,XC40,Gasoline,Manual,Used,24990,156.0,2018,73,797,7,1,4,7
65000,Skoda,Octavia,Diesel,Automatic,Used,25550,184.0,2018,64,540,2,0,4,7
107840,Volvo,XC60,Diesel,Manual,Used,25910,190.0,2018,73,798,2,1,4,7
90651,Volkswagen,Tiguan,Diesel,Automatic,Used,25950,190.0,2018,72,728,2,0,4,7
105300,Audi,A4,Diesel,Automatic,Used,26950,190.0,2018,7,104,2,0,4,7
127700,Audi,A4,Diesel,Automatic,Used,26950,190.0,2018,7,104,2,0,4,7
78000,BMW,520,Gasoline,Automatic,Used,27480,184.0,2018,8,62,7,0,4,7
29065,Kia,Sportage,Diesel,Automatic,Used,27990,185.0,2018,37,692,2,0,4,7
47961,Volkswagen,Tiguan,Diesel,Automatic,Used,28950,190.0,2018,72,728,2,0,4,7
36500,Lexus,IS 300,Electric/Gasoline,Automatic,Used,28950,223.0,2018,42,429,5,0,4,7
120000,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,29110,170.0,2018,49,363,2,0,4,7
22327,Mercedes-Benz,AMG GT,Gasoline,Automatic,Used,95585,367.0,2019,49,111,7,0,4,8
21730,BMW,X7 M,Diesel,Automatic,Used,113880,400.0,2019,8,796,2,0,4,8
46031,Mercedes-Benz,S 63 AMG,Gasoline,Automatic,Used,123675,612.0,2019,49,645,7,0,4,8
12100,Opel,Corsa,Gasoline,Manual,Used,9099,69.0,2019,54,274,7,1,4,8
21765,Dacia,Sandero,Gasoline,Manual,Used,11480,90.0,2019,22,675,7,1,4,8
15606,Opel,Adam,Gasoline,Manual,Used,11490,69.0,2019,54,116,7,1,4,8
45520,Renault,Clio,Diesel,Manual,Used,11690,90.0,2019,61,241,2,1,4,8
2600,Dacia,Logan,Gasoline,Manual,Used,11980,90.0,2019,22,480,7,1,4,8
24700,Dacia,Dokker,Gasoline,Manual,Used,14480,102.0,2019,22,292,7,1,4,8
141000,Volkswagen,Passat Variant,Diesel,Automatic,Used,15950,150.0,2019,72,560,2,0,4,8
8600,Ford,Fiesta,Gasoline,Automatic,Used,16500,101.0,2019,29,334,7,0,4,8
3980,Kia,Picanto,Gasoline,Automatic,Demonstration,16927,84.0,2019,37,563,7,0,0,8
4825,Volkswagen,T-Roc,Gasoline,Manual,Used,16950,116.0,2019,72,701,7,1,4,8
8398,Volkswagen,Polo,Diesel,Manual,Used,16950,95.0,2019,72,566,2,1,4,8
14840,Kia,Sportage,Gasoline,Manual,Used,16990,132.0,2019,37,692,7,1,4,8
29600,Mercedes-Benz,Citan,Diesel,Manual,Used,17000,110.0,2019,49,237,2,1,4,8
11200,BMW,116,Gasoline,Manual,Used,18380,109.0,2019,8,3,7,1,4,8
19505,Volkswagen,Polo,Gasoline,Automatic,Used,18390,116.0,2019,72,566,7,0,4,8
17317,Volkswagen,Polo,Gasoline,Manual,Used,18950,200.0,2019,72,566,7,1,4,8
8238,Volkswagen,Golf,Gasoline,Manual,Used,20360,131.0,2019,72,396,7,1,4,8
10,SEAT,Leon,Electric/Gasoline,Automatic,Demonstration,34970,204.0,2020,63,475,5,0,0,9
3418,Volkswagen,ID.3,Electric,Automatic,Used,35390,204.0,2020,72,427,3,0,4,9
6038,Volkswagen,Tiguan,Gasoline,Automatic,Used,35390,190.0,2020,72,728,7,0,4,9
17999,Volkswagen,Tiguan,Gasoline,Automatic,Demonstration,35440,190.0,2020,72,728,7,0,0,9
5899,Volvo,S60,Gasoline,Automatic,Used,35480,190.0,2020,73,654,7,0,4,9
9999,Volkswagen,ID.3,Electric,Automatic,Demonstration,35555,204.0,2020,72,427,3,0,0,9
10834,Volkswagen,T-Roc,Gasoline,Automatic,Used,35777,300.0,2020,72,701,7,0,4,9
19300,Ford,S-Max,Diesel,Automatic,Used,35790,241.0,2020,29,647,2,0,4,9
11815,Volkswagen,Golf GTI,Gasoline,Automatic,Demonstration,35900,245.0,2020,72,399,7,0,0,9
11750,Volkswagen,Passat Variant,Electric/Gasoline,Automatic,Employee's car,35990,156.0,2020,72,560,5,0,1,9
2080,Volkswagen,ID.3,Electric,Automatic,Employee's car,35990,204.0,2020,72,427,3,0,1,9
26588,Volvo,XC60,Diesel,Automatic,Used,35990,190.0,2020,73,798,2,0,4,9
7794,Mercedes-Benz,GLB 200,Gasoline,Automatic,Used,36290,163.0,2020,49,359,7,0,4,9
3808,Peugeot,5008,Diesel,Automatic,Employee's car,36290,181.0,2020,56,55,2,0,1,9
37330,Volkswagen,Passat Variant,Electric/Gasoline,Automatic,Used,36390,218.0,2020,72,560,5,0,4,9
3752,Audi,Q3,Gasoline,Automatic,Used,36450,150.0,2020,7,584,7,0,4,9
1000,Peugeot,5008,Diesel,Automatic,Employee's car,36480,177.0,2020,56,55,2,0,1,9
23498,Skoda,Superb,Diesel,Automatic,Demonstration,36480,190.0,2020,64,696,2,0,0,9
9999,Volkswagen,Golf,Electric/Gasoline,Automatic,Demonstration,36555,245.0,2020,72,396,5,0,0,9
3547,Audi,Q3,Gasoline,Automatic,Used,36650,150.0,2020,7,584,7,0,4,9
6500,Porsche,Cayman,Gasoline,Manual,Demonstration,96900,400.0,2021,59,229,7,1,0,10
9999,Volkswagen,Touareg,Gasoline,Automatic,Used,98825,476.0,2021,72,732,7,0,4,10
6500,Porsche,Macan,Gasoline,Automatic,Demonstration,102911,441.0,2021,59,498,7,0,0,10
3000,Mercedes-Benz,E 53 AMG,Gasoline,Automatic,Demonstration,103995,457.0,2021,49,306,7,0,0,10
6999,Audi,RS6,Gasoline,Automatic,Demonstration,118880,600.0,2021,7,610,7,0,0,10
6500,Porsche,Panamera,Electric/Gasoline,Automatic,Demonstration,135900,462.0,2021,59,554,5,0,0,10
9000,Porsche,Panamera,Gasoline,Automatic,Demonstration,138500,480.0,2021,59,554,7,0,0,10
3999,Audi,A8,Diesel,Automatic,Demonstration,138880,435.0,2021,7,110,2,0,0,10
3000,Audi,RS6,Gasoline,Automatic,Demonstration,140950,600.0,2021,7,610,7,0,0,10
9000,Porsche,Panamera,Electric/Gasoline,Automatic,Demonstration,155500,560.0,2021,59,554,5,0,0,10
3000,Mercedes-Benz,AMG GT,Gasoline,Automatic,Demonstration,156550,557.0,2021,49,111,7,0,0,10
3000,Audi,different,Electric,Automatic,Demonstration,172450,598.0,2021,7,823,3,0,0,10
3000,Audi,R8,Gasoline,Automatic,Demonstration,189950,620.0,2021,7,598,7,0,0,10
10,Suzuki,Swift,Gasoline,Manual,Pre-registered,15390,83.0,2021,67,699,7,1,3,10
15,Opel,Astra,Gasoline,Manual,Used,17900,131.0,2021,54,132,7,1,4,10
4950,Kia,Stonic,Gasoline,Automatic,Demonstration,18370,101.0,2021,37,695,7,0,0,10
10,Suzuki,Vitara,Gasoline,Manual,Pre-registered,18990,129.0,2021,67,775,7,1,3,10
14,Suzuki,Swift,Electric/Gasoline,Manual,Pre-registered,19990,129.0,2021,67,699,5,1,3,10
6095,Volkswagen,Polo,Gasoline,Automatic,Used,23950,95.0,2021,72,566,7,0,4,10
6095,Volkswagen,T-Cross,Gasoline,Automatic,Used,27450,110.0,2021,72,700,7,0,4,10
93500,Volkswagen,Polo,Diesel,Automatic,Used,8200,90.0,2011,72,566,2,0,4,0
214000,Volkswagen,Sharan,Diesel,Manual,Used,8250,140.0,2011,72,683,2,1,4,0
182863,BMW,318,Diesel,Automatic,Used,8300,143.0,2011,8,34,2,0,4,0
245000,Volvo,C70,Diesel,Manual,Used,8350,177.0,2011,73,193,2,1,4,0
132000,Volkswagen,Touran,Diesel,Manual,Used,8399,105.0,2011,72,733,2,1,4,0
97000,Audi,A3,Gasoline,Manual,Used,8450,105.0,2011,7,103,7,1,4,0
113000,Volkswagen,Golf,Gasoline,Manual,Used,8499,122.0,2011,72,396,7,1,4,0
195741,Volkswagen,Jetta,Diesel,Manual,Used,8500,140.0,2011,72,438,2,1,4,0
201000,Volkswagen,Eos,Diesel,Manual,Used,8500,140.0,2011,72,320,2,1,4,0
53985,Ford,Focus,Gasoline,Manual,Used,8500,150.0,2011,29,338,7,1,4,0
131617,Skoda,Octavia,Gasoline,Manual,Used,8590,200.0,2011,64,540,7,1,4,0
119124,BMW,318,Gasoline,Manual,Used,8649,143.0,2011,8,34,7,1,4,0
71419,Opel,Insignia,Gasoline,Manual,Used,8675,140.0,2011,54,434,7,1,4,0
89113,Opel,Astra,Gasoline,Manual,Used,8690,140.0,2011,54,132,7,1,4,0
214890,Audi,A3,Diesel,Manual,Used,8700,140.0,2011,7,103,2,1,4,0
113000,Hyundai,Veloster,Gasoline,Manual,Used,8750,140.0,2011,31,768,7,1,4,0
91200,MINI,One Cabrio,Gasoline,Manual,Used,8900,98.0,2011,44,543,7,1,4,0
87000,MINI,One Cabrio,Gasoline,Manual,Used,8900,98.0,2011,44,543,7,1,4,0
142800,BMW,320,Diesel,Manual,Used,8900,184.0,2011,8,35,2,1,4,0
148000,Kia,Sorento,Diesel,Manual,Used,8950,197.0,2011,37,686,2,1,4,0
99780,Ford,C-Max,Gasoline,Manual,Used,8990,105.0,2012,29,176,7,1,4,1
96545,Volkswagen,Golf Plus,Gasoline,Manual,Used,8990,105.0,2012,72,400,7,1,4,1
122243,Mazda,6,Gasoline,Manual,Used,8999,155.0,2012,47,75,7,1,4,1
100450,BMW,116,Gasoline,Manual,Used,8999,136.0,2012,8,3,7,1,4,1
103000,Audi,A3,Gasoline,Manual,Used,8999,105.0,2012,7,103,7,1,4,1
132000,Skoda,Superb,Diesel,Manual,Used,8999,105.0,2012,64,696,2,1,4,1
90000,Citroen,Jumper,Diesel,Manual,Used,9000,110.0,2012,16,446,2,1,4,1
107000,BMW,116,Gasoline,Manual,Used,9000,136.0,2012,8,3,7,1,4,1
113000,Kia,Sorento,Gasoline,Manual,Used,9200,174.0,2012,37,686,7,1,4,1
128000,Toyota,Auris,Electric/Gasoline,Automatic,Used,9200,99.0,2012,70,134,5,0,4,1
197300,Volkswagen,Passat Variant,Diesel,Automatic,Used,9300,170.0,2012,72,560,2,0,4,1
80777,Volkswagen,Golf,Gasoline,Manual,Used,9350,105.0,2012,72,396,7,1,4,1
150000,Opel,Antara,Diesel,Automatic,Used,9350,163.0,2012,54,126,2,0,4,1
52700,Nissan,Qashqai,Gasoline,Manual,Used,9350,117.0,2012,53,592,7,1,4,1
92000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,9390,105.0,2012,72,400,7,0,4,1
151543,Citroen,C5,Diesel,Automatic,Used,9490,241.0,2012,16,189,2,0,4,1
288000,Mercedes-Benz,E 220,Diesel,Automatic,Used,9500,170.0,2012,49,298,2,0,4,1
143253,Mercedes-Benz,C 200,Gasoline,Automatic,Used,9590,184.0,2012,49,166,7,0,4,1
74000,Honda,Civic,Gasoline,Manual,Used,9590,99.0,2012,30,240,7,1,4,1
75616,Toyota,Yaris,Electric/Gasoline,Automatic,Used,9950,75.0,2013,70,811,5,0,4,2
62800,Opel,Mokka,Gasoline,Manual,Used,9990,116.0,2013,54,517,7,1,4,2
141000,Audi,A3,Gasoline,Manual,Used,9990,122.0,2013,7,103,7,1,4,2
104951,Skoda,Octavia,Diesel,Automatic,Used,9990,105.0,2013,64,540,2,0,4,2
149950,Volkswagen,Passat Variant,Diesel,Automatic,Used,9990,140.0,2013,72,560,2,0,4,2
91518,Ford,Mondeo,Diesel,Automatic,Used,9999,163.0,2013,29,520,2,0,4,2
346000,Ford,Transit,Diesel,Manual,Used,10000,140.0,2013,29,740,2,1,4,2
43600,Honda,Civic,Gasoline,Manual,Used,10000,141.0,2013,30,240,7,1,4,2
116800,Hyundai,iX35,Diesel,Manual,Used,10000,116.0,2013,31,839,2,1,4,2
83500,BMW,116,Gasoline,Manual,Used,10000,136.0,2013,8,3,7,1,4,2
110300,Volkswagen,Touran,Diesel,Manual,Used,10400,105.0,2013,72,733,2,1,4,2
100000,Volkswagen,Touran,Gasoline,Manual,Used,10450,105.0,2013,72,733,7,1,4,2
148342,Volkswagen,Passat Variant,Diesel,Automatic,Used,10490,140.0,2013,72,560,2,0,4,2
104574,MINI,different,Gasoline,Manual,Used,10490,184.0,2013,44,823,7,1,4,2
188300,Audi,A4,Diesel,Automatic,Used,10500,150.0,2013,7,104,2,0,4,2
142500,Audi,A4,Diesel,Manual,Used,10500,177.0,2013,7,104,2,1,4,2
350700,Mercedes-Benz,Sprinter,Diesel,Automatic,Used,10500,129.0,2013,49,693,2,0,4,2
182000,Kia,Sportage,Diesel,Automatic,Used,10500,184.0,2013,37,692,2,0,4,2
134000,Ford,Kuga,Diesel,Manual,Used,10500,140.0,2013,29,463,2,1,4,2
74900,Citroen,Berlingo,Gasoline,Manual,Used,10680,120.0,2013,16,159,7,1,4,2
159300,Volkswagen,Passat Variant,Gasoline,Manual,Used,10500,122.0,2014,72,560,7,1,4,3
107000,Volkswagen,Golf Sportsvan,Diesel,Manual,Used,10500,150.0,2014,72,401,2,1,4,3
245999,Audi,A4,Diesel,Automatic,Used,10550,245.0,2014,7,104,2,0,4,3
109486,BMW,120,Diesel,Manual,Used,10689,184.0,2014,8,5,2,1,4,3
112600,Toyota,Verso,Diesel,Manual,Used,10700,111.0,2014,70,770,2,1,4,3
113700,Audi,A1,Diesel,Manual,Used,10700,90.0,2014,7,101,2,1,4,3
97500,Opel,Corsa,Gasoline,Manual,Used,10800,192.0,2014,54,274,7,1,4,3
44200,Citroen,C4,Gasoline,Automatic,Used,10860,120.0,2014,16,184,7,0,4,3
99800,Ford,Focus,Gasoline,Manual,Used,10880,182.0,2014,29,338,7,1,4,3
51736,Opel,Insignia,Diesel,Manual,Used,10899,140.0,2014,54,434,2,1,4,3
50400,Ford,B-Max,Gasoline,Manual,Used,10900,101.0,2014,29,149,7,1,4,3
100500,SEAT,Leon,Gasoline,Manual,Used,10900,122.0,2014,63,475,7,1,4,3
70700,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,10900,110.0,2014,72,401,7,1,4,3
95357,SEAT,Ibiza,Gasoline,Automatic,Used,10945,150.0,2014,63,430,7,0,4,3
35901,Opel,Corsa,Gasoline,Automatic,Used,10975,90.0,2014,54,274,7,0,4,3
94732,Nissan,Juke,Gasoline,Manual,Used,10975,117.0,2014,53,445,7,1,4,3
172578,Audi,A4,Diesel,Automatic,Used,10990,204.0,2014,7,104,2,0,4,3
102900,Audi,A1,Gasoline,Manual,Used,10990,86.0,2014,7,101,7,1,4,3
46450,Volkswagen,Caddy,Gasoline,Manual,Used,10990,86.0,2014,72,219,7,1,4,3
65518,Opel,Corsa,Diesel,Semi-automatic,Used,9780,95.0,2015,54,274,2,2,4,4
74956,Renault,Captur,Gasoline,Manual,Used,9850,90.0,2015,61,224,7,1,4,4
31324,Ford,Fiesta,Gasoline,Manual,Used,9890,101.0,2015,29,334,7,1,4,4
58250,Opel,Meriva,Gasoline,Automatic,Used,9899,120.0,2015,54,509,7,0,4,4
100000,Renault,Captur,Diesel,Manual,Used,9900,110.0,2015,61,224,2,1,4,4
101450,Volkswagen,Beetle,Gasoline,Automatic,Used,9900,170.0,2015,72,157,7,0,4,4
55000,Fiat,500C,Gasoline,Manual,Used,9950,105.0,2015,28,56,7,1,4,4
50000,SEAT,Ibiza,Gasoline,Manual,Used,9950,105.0,2015,63,430,7,1,4,4
70770,Ford,EcoSport,Diesel,Manual,Used,9950,90.0,2015,29,317,2,1,4,4
84875,Opel,Astra,Gasoline,Manual,Used,9980,120.0,2015,54,132,7,1,4,4
84875,Opel,Astra,Gasoline,Manual,Used,9980,120.0,2015,54,132,7,1,4,4
31939,Opel,Adam,Gasoline,Manual,Used,9990,87.0,2015,54,116,7,1,4,4
100000,Opel,Corsa,Gasoline,Manual,Used,9990,207.0,2015,54,274,7,1,4,4
108600,Volkswagen,Golf,Diesel,Manual,Used,9990,110.0,2015,72,396,2,1,4,4
146000,Opel,Mokka,Diesel,Manual,Used,9990,136.0,2015,54,517,2,1,4,4
49360,Hyundai,iX20,Gasoline,Manual,Used,9998,125.0,2015,31,837,7,1,4,4
79000,Honda,Jazz,Gasoline,Manual,Used,9999,102.0,2015,30,437,7,1,4,4
83753,Volkswagen,Golf,Gasoline,Manual,Used,10000,86.0,2015,72,396,7,1,4,4
26278,Renault,Scenic,Gasoline,Manual,Used,10000,110.0,2015,61,678,7,1,4,4
75962,Ford,Fiesta,Gasoline,Manual,Used,8900,101.0,2016,29,334,7,1,4,5
27216,smart,forTwo,Gasoline,Manual,Used,8950,71.0,2016,75,828,7,1,4,5
64000,SEAT,Ibiza,Gasoline,Manual,Used,8950,75.0,2016,63,430,7,1,4,5
80000,Opel,Astra,Gasoline,Manual,Used,8950,105.0,2016,54,132,7,1,4,5
98306,Opel,Astra,Diesel,Manual,Used,8980,160.0,2016,54,132,2,1,4,5
59285,Opel,Meriva,Gasoline,Manual,Used,8980,120.0,2016,54,509,7,1,4,5
116230,Opel,Astra,Diesel,Automatic,Used,8980,136.0,2016,54,132,2,0,4,5
98306,Opel,Astra,Diesel,Manual,Used,8980,160.0,2016,54,132,2,1,4,5
116230,Opel,Astra,Diesel,Automatic,Used,8980,136.0,2016,54,132,2,0,4,5
59285,Opel,Meriva,Gasoline,Manual,Used,8980,120.0,2016,54,509,7,1,4,5
98306,Opel,Astra,Diesel,Manual,Used,8980,160.0,2016,54,132,2,1,4,5
112516,Opel,Astra,Gasoline,Manual,Used,8980,105.0,2016,54,132,7,1,4,5
68984,Opel,Meriva,Gasoline,Manual,Used,8980,120.0,2016,54,509,7,1,4,5
112516,Opel,Astra,Gasoline,Manual,Used,8980,105.0,2016,54,132,7,1,4,5
77459,Opel,Combo,Diesel,Manual,Used,8980,95.0,2016,54,244,2,1,4,5
68984,Opel,Meriva,Gasoline,Manual,Used,8980,120.0,2016,54,509,7,1,4,5
115162,Skoda,Octavia,Diesel,Manual,Used,8980,110.0,2016,64,540,2,1,4,5
166723,Renault,Captur,Diesel,Manual,Used,8980,110.0,2016,61,224,2,1,4,5
70200,Renault,Twingo,Gasoline,Automatic,Used,8980,90.0,2016,61,750,7,0,4,5
156736,Opel,Astra,Diesel,Manual,Used,8380,136.0,2018,54,132,2,1,4,7
163708,Ford,Focus,Diesel,Automatic,Used,8380,120.0,2018,29,338,2,0,4,7
66200,Hyundai,i20,Gasoline,Manual,Used,8400,75.0,2018,31,830,7,1,4,7
39164,Skoda,Citigo,CNG,Manual,Used,8450,68.0,2018,64,238,1,1,4,7
162204,Opel,Astra,Diesel,Automatic,Used,8480,136.0,2018,54,132,2,0,4,7
174923,Opel,Astra,Diesel,Manual,Used,8480,136.0,2018,54,132,2,1,4,7
174923,Opel,Astra,Diesel,Manual,Used,8480,136.0,2018,54,132,2,1,4,7
109078,Opel,Astra,Diesel,Manual,Used,8480,110.0,2018,54,132,2,1,4,7
132559,Opel,Astra,Diesel,Manual,Used,8480,110.0,2018,54,132,2,1,4,7
128802,Opel,Astra,Diesel,Manual,Used,8480,136.0,2018,54,132,2,1,4,7
47550,Kia,Picanto,Gasoline,Manual,Used,8490,67.0,2018,37,563,7,1,4,7
52000,Ford,Ka/Ka+,Gasoline,Manual,Used,8650,71.0,2018,29,448,7,1,4,7
105755,Opel,Astra,Diesel,Manual,Used,8680,110.0,2018,54,132,2,1,4,7
115932,Opel,Astra,Diesel,Manual,Used,8680,110.0,2018,54,132,2,1,4,7
21000,Peugeot,108,Gasoline,Manual,Used,8690,82.0,2018,56,1,7,1,4,7
22850,Citroen,C3,Gasoline,Manual,Used,8690,68.0,2018,16,180,7,1,4,7
107800,Opel,Astra,Diesel,Manual,Used,8850,110.0,2018,54,132,2,1,4,7
27600,Kia,Picanto,Gasoline,Manual,Used,8950,67.0,2018,37,563,7,1,4,7
141680,Opel,Astra,Diesel,Automatic,Used,8980,136.0,2018,54,132,2,0,4,7
101142,Opel,Astra,Diesel,Manual,Used,8980,110.0,2018,54,132,2,1,4,7
7990,smart,forFour,Gasoline,Manual,Used,11900,71.0,2019,75,827,7,1,4,8
15000,Ford,Fiesta,Gasoline,Manual,Used,11950,86.0,2019,29,334,7,1,4,8
26664,Opel,Corsa,Gasoline,Manual,Used,11950,90.0,2019,54,274,7,1,4,8
22962,Toyota,Aygo,Gasoline,Manual,Used,11980,72.0,2019,70,143,7,1,4,8
18458,Dacia,Sandero,Gasoline,Manual,Used,11990,90.0,2019,22,675,7,1,4,8
41190,Opel,Adam,Gasoline,Manual,Used,11990,87.0,2019,54,116,7,1,4,8
53598,Ford,Tourneo Courier,Diesel,Manual,Used,11990,75.0,2019,29,736,2,1,4,8
49000,Opel,Astra,Diesel,Manual,Used,11999,110.0,2019,54,132,2,1,4,8
16467,Opel,Corsa,Gasoline,Manual,Used,11999,101.0,2019,54,274,7,1,4,8
14000,Hyundai,i20,Gasoline,Manual,Used,12000,84.0,2019,31,830,7,1,4,8
14500,smart,forFour,Gasoline,Automatic,Used,12000,90.0,2019,75,827,7,0,4,8
2000,Citroen,C3,Gasoline,Manual,Demonstration,12211,83.0,2019,16,180,7,1,0,8
5300,Renault,Captur,Gasoline,Manual,Used,12250,90.0,2019,61,224,7,1,4,8
6506,smart,forTwo,Gasoline,Manual,Used,12300,71.0,2019,75,828,7,1,4,8
18959,Opel,Corsa,Gasoline,Manual,Used,12340,90.0,2019,54,274,7,1,4,8
2000,Citroen,C3,Gasoline,Manual,Demonstration,12399,83.0,2019,16,180,7,1,0,8
22700,Ford,Fiesta,Gasoline,Manual,Used,12400,101.0,2019,29,334,7,1,4,8
6500,Opel,Corsa,Gasoline,Manual,Used,12450,69.0,2019,54,274,7,1,4,8
4500,Fiat,500,Gasoline,Manual,Demonstration,12450,69.0,2019,28,54,7,1,0,8
1800,Opel,Corsa,Gasoline,Manual,Used,12450,69.0,2019,54,274,7,1,4,8
17885,Opel,Corsa,Gasoline,Manual,Used,12995,75.0,2020,54,274,7,1,4,9
5,Ford,Fiesta,Gasoline,Manual,Pre-registered,12999,75.0,2020,29,334,7,1,3,9
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69.0,2020,28,54,5,1,3,9
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69.0,2020,28,54,5,1,3,9
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69.0,2020,28,54,5,1,3,9
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69.0,2020,28,54,5,1,3,9
10,Fiat,500,Gasoline,Manual,Pre-registered,13245,69.0,2020,28,54,7,1,3,9
10,Fiat,500,Gasoline,Manual,Pre-registered,13245,69.0,2020,28,54,7,1,3,9
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69.0,2020,28,54,5,1,3,9
50,Fiat,500,Gasoline,Automatic,Pre-registered,13290,69.0,2020,28,54,7,0,3,9
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69.0,2020,28,54,5,1,3,9
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69.0,2020,28,54,5,1,3,9
50,Fiat,500C,Gasoline,Manual,Used,13290,69.0,2020,28,56,7,1,4,9
10,Renault,Twingo,Gasoline,Manual,Used,13290,73.0,2020,61,750,7,1,4,9
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69.0,2020,28,54,5,1,3,9
8888,Fiat,500C,Gasoline,Manual,Used,13290,69.0,2020,28,56,7,1,4,9
22990,Opel,Corsa,Gasoline,Manual,Used,13390,75.0,2020,54,274,7,1,4,9
19802,Ford,Fiesta,Gasoline,Manual,Used,13450,86.0,2020,29,334,7,1,4,9
10,Renault,Clio,Gasoline,Manual,Used,13490,72.0,2020,61,241,7,1,4,9
10,Ford,Fiesta,Gasoline,Manual,Pre-registered,13490,75.0,2020,29,334,7,1,3,9
10,Renault,Clio,Gasoline,Manual,Used,16490,91.0,2021,61,241,7,1,4,10
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84.0,2021,37,618,7,1,3,10
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84.0,2021,37,618,7,1,3,10
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84.0,2021,37,618,7,1,3,10
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84.0,2021,37,618,7,1,3,10
15,Dacia,Dokker,Diesel,Manual,Pre-registered,16550,95.0,2021,22,292,2,1,3,10
10,Renault,Clio,Gasoline,Manual,Pre-registered,16660,91.0,2021,61,241,7,1,3,10
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16688,95.0,2021,64,333,7,0,3,10
4400,Volkswagen,Polo,Gasoline,Manual,Used,16700,80.0,2021,72,566,7,1,4,10
20,Renault,Express,Gasoline,Manual,Pre-registered,16750,101.0,2021,61,326,7,1,3,10
10,Fiat,Doblo,Diesel,Manual,Pre-registered,16750,95.0,2021,28,291,2,1,3,10
500,Nissan,Micra,Gasoline,Manual,Demonstration,16750,92.0,2021,53,510,7,1,0,10
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95.0,2021,63,430,7,1,3,10
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95.0,2021,63,430,7,1,3,10
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95.0,2021,63,430,7,1,3,10
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95.0,2021,63,430,7,1,3,10
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16788,95.0,2021,64,333,7,0,3,10
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16790,95.0,2021,64,333,7,0,3,10
10,Renault,Clio,Gasoline,Manual,Used,16790,91.0,2021,61,241,7,1,4,10
10,Renault,Clio,Gasoline,Manual,Pre-registered,16890,91.0,2021,61,241,7,1,3,10
98000,Skoda,Fabia,Gasoline,Manual,Used,4490,60.0,2011,64,333,7,1,4,0
116600,Volkswagen,Golf Plus,Diesel,Manual,Used,4490,105.0,2011,72,400,2,1,4,0
260000,BMW,318,Diesel,Manual,Used,4499,143.0,2011,8,34,2,1,4,0
315650,Volkswagen,Golf,Diesel,Automatic,Used,4499,140.0,2011,72,396,2,0,4,0
128000,Opel,Astra,Gasoline,Manual,Used,4500,120.0,2011,54,132,7,1,4,0
147372,Volkswagen,Polo,Gasoline,Manual,Used,4500,60.0,2011,72,566,7,1,4,0
153000,Hyundai,i30,Gasoline,Manual,Used,4500,109.0,2011,31,832,7,1,4,0
37292,Fiat,Panda,Gasoline,Manual,Used,4500,69.0,2011,28,555,7,1,4,0
89500,SEAT,Ibiza,Gasoline,Manual,Used,4500,69.0,2011,63,430,7,1,4,0
189000,Ford,C-Max,Diesel,Manual,Used,4500,116.0,2011,29,176,2,1,4,0
85092,Kia,Ceed / cee'd,Gasoline,Manual,Used,4500,90.0,2011,37,230,7,1,4,0
102000,Fiat,Grande Punto,Gasoline,Manual,Used,4500,77.0,2011,28,417,7,1,4,0
167000,Ford,Focus,Gasoline,Manual,Used,4570,101.0,2011,29,338,7,1,4,0
76150,Toyota,Aygo,Gasoline,Manual,Used,4570,68.0,2011,70,143,7,1,4,0
76150,smart,forTwo,Gasoline,Automatic,Used,4600,71.0,2011,75,828,7,0,4,0
111000,Suzuki,Swift,Gasoline,Manual,Used,4690,94.0,2011,67,699,7,1,4,0
88000,Opel,Corsa,Gasoline,Manual,Used,4690,69.0,2011,54,274,7,1,4,0
106000,Opel,Corsa,Gasoline,Manual,Used,4700,87.0,2011,54,274,7,1,4,0
95000,Skoda,Fabia,Gasoline,Manual,Used,4700,69.0,2011,64,333,7,1,4,0
